Data,Czas,Data,Produkt,ISIN,Opis,Kurs,Zmiana,,Saldo,,Identyfikator zlecenia
20-07-2020,20:48,20-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"857,09",5acbf22e-5665-454a-bf33-db04786e71d3
20-07-2020,20:48,20-07-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@1 621 USD (US88160R1014),,USD,"1621,00",USD,"1621,00",5acbf22e-5665-454a-bf33-db04786e71d3
20-07-2020,12:28,17-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 295,2685 przy  0,9848 EUR",,,,EUR,"857,59",
17-07-2020,17:30,17-07-2020,MODERNA INC. - COMMON,US60770K1079,FX Withdrawal,"1,1443",USD,"-178,00",USD,"0,00",182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,17:30,17-07-2020,MODERNA INC. - COMMON,US60770K1079,FX Credit,,EUR,"155,55",EUR,"857,59",182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,17:30,17-07-2020,MODERNA INC. - COMMON,US60770K1079,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"702,04",182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,17:30,17-07-2020,MODERNA INC. - COMMON,US60770K1079,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"702,54",182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,17:30,17-07-2020,MODERNA INC. - COMMON,US60770K1079,Sprzedaż 2 MODERNA INC. - COMMON@89 USD (US60770K1079),,USD,"178,00",USD,"178,00",182b5f27-dbf5-40b0-8a2a-747a5ee3a982
17-07-2020,13:21,17-07-2020,CCC SA,PLCCC0000016,FX Withdrawal,"4,4816",PLN,"-610,00",PLN,"0,00",8ebddeb4-d6eb-4480-a91d-4fe13dd3a1ea
17-07-2020,13:21,17-07-2020,CCC SA,PLCCC0000016,FX Credit,,EUR,"136,11",EUR,"702,55",8ebddeb4-d6eb-4480-a91d-4fe13dd3a1ea
17-07-2020,13:21,17-07-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"566,44",8ebddeb4-d6eb-4480-a91d-4fe13dd3a1ea
17-07-2020,13:21,17-07-2020,CCC SA,PLCCC0000016,DEGIRO Opłata Transakcyjna,,EUR,"-0,12",EUR,"566,66",8ebddeb4-d6eb-4480-
,,,,,,,,,,,a91d-4fe13dd3a1ea
17-07-2020,13:21,17-07-2020,CCC SA,PLCCC0000016,Sprzedaż 10 CCC SA@61 PLN (PLCCC0000016),,PLN,"610,00",PLN,"610,00",8ebddeb4-d6eb-4480-a91d-4fe13dd3a1ea
17-07-2020,12:03,16-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 494,3407 przy 0,9849 EUR",,EUR,"0,05",EUR,"566,78",
17-07-2020,00:00,16-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,11",EUR,"566,73",
16-07-2020,20:45,16-07-2020,GENERAL ELECTRIC COMPA,US3696041033,FX Withdrawal,"1,1393",USD,"-35,30",USD,"0,00",8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,20:45,16-07-2020,GENERAL ELECTRIC COMPA,US3696041033,FX Credit,,EUR,"30,98",EUR,"566,83",8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,20:45,16-07-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"535,85",8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,20:45,16-07-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Opłata Transakcyjna,,EUR,"-0,02",EUR,"536,35",8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,20:45,16-07-2020,GENERAL ELECTRIC COMPA,US3696041033,"Sprzedaż 5 GENERAL ELECTRIC COMPA@7,06 USD (US3696041033)",,USD,"35,30",USD,"35,30",8cad78c9-f605-49ba-bb13-26770ec3fa23
16-07-2020,16:23,16-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Credit,"1,1421",USD,"385,79",USD,"0,00",bb935158-57e8-4c89-8d0e-ba4bfb148045
16-07-2020,16:23,16-07-2020,APPLE INC. - COMMON ST,US0378331005,FX Withdrawal,,EUR,"-337,80",EUR,"536,37",bb935158-57e8-4c89-8d0e-ba4bfb148045
16-07-2020,16:23,16-07-2020,APPLE INC. - COMMON ST,US0378331005,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"874,17",bb935158-57e8-4c89-8d0e-ba4bfb148045
16-07-2020,16:23,16-07-2020,APPLE INC. - COMMON ST,US0378331005,"Kupno 1 APPLE INC. - COMMON ST@385,79 USD (US0378331005)",,USD,"-385,79",USD,"-385,79",bb935158-57e8-4c89-8d0e-ba4bfb148045
16-07-2020,16:23,16-07-2020,MICROSOFT CORPORATION,US5949181045,FX Credit,"1,1421",USD,"203,88",USD,"0,00",dd457b50-52b1-468d-aa85-c84a5588a181
16-07-2020,16:23,16-07-2020,MICROSOFT CORPORATION,US5949181045,FX Withdrawal,,EUR,"-178,52",EUR,"874,67",dd457b50-52b1-468d-aa85-c84a5588a181
16-07-2020,16:23,16-07-2020,MICROSOFT CORPORATION,US5949181045,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1053,19",dd457b50-52b1-468d-aa85-c84a5588a181
16-07-2020,16:23,16-07-2020,MICROSOFT CORPORATION,US5949181045,"Kupno 1 MICROSOFT CORPORATION@203,88 USD (US5949181045)",,USD,"-203,88",USD,"-203,88",dd457b50-52b1-468d-aa85-c84a5588a181
16-07-2020,12:03,15-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 161,533 przy 0,9849 EUR",,,,EUR,"1053,69",
15-07-2020,17:04,15-07-2020,MODERNA INC. - COMMON,US60770K1079,FX Credit,"1,1408",USD,"248,43",USD,"0,00",b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,17:04,15-07-2020,MODERNA INC. - COMMON,US60770K1079,FX Withdrawal,,EUR,"-217,78",EUR,"1053,69",b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,17:04,15-07-2020,MODERNA INC. - COMMON,US60770K1079,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1271,47",b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,17:04,15-07-2020,MODERNA INC. - COMMON,US60770K1079,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1271,97",b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,17:04,15-07-2020,MODERNA INC. - COMMON,US60770K1079,"Kupno 3 MODERNA INC. - COMMON@82,81 USD (US60770K1079)",,USD,"-248,43",USD,"-248,43",b1f748fc-60e0-4f63-acf1-36d7641c6606
15-07-2020,12:04,14-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 200,5888 przy 0,985 EUR",,EUR,"0,12",EUR,"1271,98",
15-07-2020,09:00,15-07-2020,AGORA SA,PLAGORA00067,FX Withdrawal,"4,4712",PLN,"-265,80",PLN,"0,00",150baff2-7577-49f4-a436-b2cee14b176b
15-07-2020,09:00,15-07-2020,AGORA SA,PLAGORA00067,FX Credit,,EUR,"59,45",EUR,"1271,86",150baff2-7577-49f4-a436-b2cee14b176b
15-07-2020,09:00,15-07-2020,AGORA SA,PLAGORA00067,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"1212,41",150baff2-7577-49f4-a436-b2cee14b176b
15-07-2020,09:00,15-07-2020,AGORA SA,PLAGORA00067,DEGIRO Opłata Transakcyjna,,EUR,"-0,05",EUR,"1212,63",150baff2-7577-49f4-a436-b2cee14b176b
15-07-2020,09:00,15-07-2020,AGORA SA,PLAGORA00067,"Sprzedaż 30 AGORA SA@8,86 PLN (PLAGORA00067)",,PLN,"265,80",PLN,"265,80",150baff2-7577-49f4-a436-b2cee14b176b
15-07-2020,00:00,14-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,24",EUR,"1212,68",
14-07-2020,16:26,14-07-2020,INOVIO PHARMACEUTICALS,US45773H2013,FX Withdrawal,"1,1410",USD,"-99,32",USD,"0,00",3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,16:26,14-07-2020,INOVIO PHARMACEUTICALS,US45773H2013,FX Credit,,EUR,"87,04",EUR,"1212,93",3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,16:26,14-07-2020,INOVIO PHARMACEUTICALS,US45773H2013,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1125,89",3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,16:26,14-07-2020,INOVIO PHARMACEUTICALS,US45773H2013,DEGIRO Opłata Transakcyjna,,EUR,"-0,01",EUR,"1126,39",3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,16:26,14-07-2020,INOVIO PHARMACEUTICALS,US45773H2013,"Sprzedaż 4 INOVIO PHARMACEUTICALS@24,83 USD (US45773H2013)",,USD,"99,32",USD,"99,32",3ef6e31e-12b1-4acc-a673-db0b853a3a00
14-07-2020,15:31,14-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1352",USD,"1529,78",USD,"0,00",8d0842a6-820e-4a05-8c40-af828fad1fb7
14-07-2020,15:31,14-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1347,63",EUR,"1126,40",8d0842a6-820e-4a05-8c40-af828fad1fb7
14-07-2020,15:31,14-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2474,03",8d0842a6-820e-4a05-8c40-af828fad1fb7
14-07-2020,15:31,14-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Kupno 1 TESLA MOTORS INC. - C@1 529,78 USD (US88160R1014)",,USD,"-1529,78",USD,"-1529,78",8d0842a6-820e-4a05-8c40-af828fad1fb7
14-07-2020,15:31,14-07-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,"4,4912",PLN,"-356,20",PLN,"0,00",afb2795e-c2ac-497e-9fdf-cab074c69546
14-07-2020,15:31,14-07-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,,EUR,"79,31",EUR,"2474,53",afb2795e-c2ac-497e-9fdf-cab074c69546
14-07-2020,15:31,14-07-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"2395,22",afb2795e-c2ac-497e-9fdf-cab074c69546
14-07-2020,15:31,14-07-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,07",EUR,"2395,44",afb2795e-c2ac-497e-9fdf-cab074c69546
14-07-2020,15:31,14-07-2020,CD PROJEKT RED SA,PLOPTTC00011,"Sprzedaż 1 CD PROJEKT RED SA@356,2 PLN (PLOPTTC00011)",,PLN,"356,20",PLN,"356,20",afb2795e-c2ac-497e-9fdf-cab074c69546
14-07-2020,12:03,13-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 71,5432 przy  0,985 EUR",,,,EUR,"2395,51",
13-07-2020,21:55,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1334",USD,"1480,00",USD,"0,00",c512cbf9-308b-4ab2-a7b9-5dbc68cdc5a1
13-07-2020,21:55,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1305,85",EUR,"2395,51",c512cbf9-308b-4ab2-a7b9-5dbc68cdc5a1
13-07-2020,21:55,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3701,36",c512cbf9-308b-4ab2-a7b9-5dbc68cdc5a1
13-07-2020,21:55,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 480 USD (US88160R1014),,USD,"-1480,00",USD,"-1480,00",c512cbf9-308b-4ab2-a7b9-5dbc68cdc5a1
13-07-2020,15:31,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1353",USD,"-1659,00",USD,"0,00",ca7c139f-f4ce-4632-83e9-dd7904a5e8b4
13-07-2020,15:31,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1461,24",EUR,"3701,86",ca7c139f-f4ce-4632-
,,,,,,,,,,,83e9-dd7904a5e8b4
13-07-2020,15:31,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2240,62",ca7c139f-f4ce-4632-83e9-dd7904a5e8b4
13-07-2020,15:31,13-07-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@1 659 USD (US88160R1014),,USD,"1659,00",USD,"1659,00",ca7c139f-f4ce-4632-83e9-dd7904a5e8b4
13-07-2020,12:16,13-07-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Credit,"4,4653",PLN,"373,40",PLN,"0,00",8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
13-07-2020,12:16,13-07-2020,CD PROJEKT RED SA,PLOPTTC00011,FX Withdrawal,,EUR,"-83,62",EUR,"2241,12",8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
13-07-2020,12:16,13-07-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,22",EUR,"2324,74",8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
13-07-2020,12:16,13-07-2020,CD PROJEKT RED SA,PLOPTTC00011,DEGIRO Opłata Transakcyjna,,EUR,"-0,08",EUR,"2324,96",8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
13-07-2020,12:16,13-07-2020,CD PROJEKT RED SA,PLOPTTC00011,"Kupno 1 CD PROJEKT RED SA@373,4 PLN (PLOPTTC00011)",,PLN,"-373,40",PLN,"-373,40",8e85e4ac-dfc4-40d4-a6dd-687e8057ad0e
10-07-2020,12:03,09-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 373,2689 przy  0,985 EUR",,,,EUR,"2325,04",
09-07-2020,19:16,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1303",USD,"-1516,55",USD,"0,00",078c5d0a-a15d-4b41-ba13-cb7a4a02a650
09-07-2020,19:16,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1341,69",EUR,"2325,04",078c5d0a-a15d-4b41-ba13-cb7a4a02a650
09-07-2020,19:16,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"983,35",078c5d0a-a15d-4b41-ba13-cb7a4a02a650
09-07-2020,19:16,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 516,55 USD (US02079K3059)",,USD,"1516,55",USD,"1516,55",078c5d0a-a15d-4b41-ba13-cb7a4a02a650
09-07-2020,17:30,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1290",USD,"1503,28",USD,"0,00",ec7a160c-85b6-4004-bccb-a6bc54c80189
09-07-2020,17:30,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1331,55",EUR,"983,85",ec7a160c-85b6-4004-bccb-a6bc54c80189
09-07-2020,17:30,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2315,40",ec7a160c-85b6-4004-bccb-a6bc54c80189
09-07-2020,17:30,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 503,28 USD (US02079K3059)",,USD,"-1503,28",USD,"-1503,28",ec7a160c-85b6-4004-bccb-a6bc54c80189
09-07-2020,15:57,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1339",USD,"-1524,04",USD,"0,00",d1b503ff-30a6-4a68-83ee-9a5560991ba7
09-07-2020,15:57,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1344,03",EUR,"2315,90",d1b503ff-30a6-4a68-83ee-9a5560991ba7
09-07-2020,15:57,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"971,87",d1b503ff-30a6-4a68-83ee-9a5560991ba7
09-07-2020,15:57,09-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 524,04 USD (US02079K3059)",,USD,"1524,04",USD,"1524,04",d1b503ff-30a6-4a68-83ee-9a5560991ba7
08-07-2020,12:03,07-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 3 970,0638 przy 0,9851 EUR",,EUR,"0,40",EUR,"972,37",
08-07-2020,00:00,07-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,50",EUR,"971,97",
07-07-2020,20:57,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1275",USD,"1497,28",USD,"0,00",fd398315-a2dd-48d2-b015-21ab46268eeb
07-07-2020,20:57,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1328,00",EUR,"972,46",fd398315-a2dd-48d2-b015-21ab46268eeb
07-07-2020,20:57,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2300,46",fd398315-a2dd-48d2-b015-21ab46268eeb
07-07-2020,20:57,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 497,28 USD (US02079K3059)",,USD,"-1497,28",USD,"-1497,28",fd398315-a2dd-48d2-b015-21ab46268eeb
07-07-2020,18:46,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,"1,1281",USD,"1509,90",USD,"0,00",ee5b1eb8-aef1-472e-96f3-fadf89952a88
07-07-2020,18:46,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,,EUR,"-1338,48",EUR,"2300,96",ee5b1eb8-aef1-472e-96f3-fadf89952a88
07-07-2020,18:46,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3639,44",ee5b1eb8-aef1-472e-96f3-fadf89952a88
07-07-2020,18:46,07-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Kupno 1 ALPHABET INC. - CLASS A@1 509,9 USD (US02079K3059)",,USD,"-1509,90",USD,"-1509,90",ee5b1eb8-aef1-472e-96f3-fadf89952a88
07-07-2020,18:10,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1286",USD,"1401,00",USD,"0,00",fc3f9abb-beb9-4be0-b0ec-d1168caa1716
07-07-2020,18:10,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1241,39",EUR,"3639,94",fc3f9abb-beb9-4be0-b0ec-d1168caa1716
07-07-2020,18:10,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4881,33",fc3f9abb-beb9-4be0-b0ec-d1168caa1716
07-07-2020,18:10,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 401 USD (US88160R1014),,USD,"-1401,00",USD,"-1401,00",fc3f9abb-beb9-4be0-b0ec-d1168caa1716
07-07-2020,17:37,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1310",USD,"-1409,21",USD,"0,00",0d58ca0f-ba6f-4ae4-87dc-f35138728ab4
07-07-2020,17:37,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1245,95",EUR,"4881,83",0d58ca0f-ba6f-4ae4-87dc-f35138728ab4
07-07-2020,17:37,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3635,88",0d58ca0f-ba6f-4ae4-87dc-f35138728ab4
07-07-2020,17:37,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 1 TESLA MOTORS INC. - C@1 409,21 USD (US88160R1014)",,USD,"1409,21",USD,"1409,21",0d58ca0f-ba6f-4ae4-87dc-f35138728ab4
07-07-2020,17:33,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1288",USD,"1407,00",USD,"0,00",787b01a7-dca6-428c-9da2-029632608354
07-07-2020,17:33,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1246,49",EUR,"3636,38",787b01a7-dca6-428c-9da2-029632608354
07-07-2020,17:33,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"4882,87",787b01a7-dca6-428c-9da2-029632608354
07-07-2020,17:33,07-07-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 407 USD (US88160R1014),,USD,"-1407,00",USD,"-1407,00",787b01a7-dca6-428c-9da2-029632608354
07-07-2020,12:03,06-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 2 498,7208 przy  0,9851 EUR",,,,EUR,"4883,37",
06-07-2020,16:34,06-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1325",USD,"-1494,20",USD,"0,00",907dcffe-72bd-48d5-b83d-de37aeca2a1d
06-07-2020,16:34,06-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1319,35",EUR,"4883,37",907dcffe-72bd-48d5-b83d-de37aeca2a1d
06-07-2020,16:34,06-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"3564,02",907dcffe-72bd-48d5-b83d-de37aeca2a1d
06-07-2020,16:34,06-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 494,2 USD (US02079K3059)",,USD,"1494,20",USD,"1494,20",907dcffe-72bd-48d5-b83d-de37aeca2a1d
06-07-2020,15:55,06-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1343",USD,"-1296,70",USD,"0,00",0b584447-b46a-43cf-b62a-27fbfeea3848
06-07-2020,15:55,06-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"1143,14",EUR,"3564,52",0b584447-b46a-43cf-b62a-27fbfeea3848
06-07-2020,15:55,06-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2421,38",0b584447-b46a-43cf-
,,,,,,,,,,,b62a-27fbfeea3848
06-07-2020,15:55,06-07-2020,TESLA MOTORS INC. - C,US88160R1014,"Sprzedaż 1 TESLA MOTORS INC. - C@1 296,7 USD (US88160R1014)",,USD,"1296,70",USD,"1296,70",0b584447-b46a-43cf-b62a-27fbfeea3848
06-07-2020,12:04,03-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Sprzedaż 1 058,3484 przy 0,9851 EUR",,,,EUR,"2421,88",
03-07-2020,12:03,02-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 308,9017 przy  0,9851 EUR",,,,EUR,"2421,88",
03-07-2020,10:34,01-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Konwersja funduszu gotówkowego: Zakup 1 308,9017 przy  0,9852 EUR",,EUR,"-0,13",EUR,"2421,88",
02-07-2020,21:17,02-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Withdrawal,"1,1247",USD,"-1476,59",USD,"0,00",3035dd3a-8293-4bec-9c22-cbf79e493930
02-07-2020,21:17,02-07-2020,ALPHABET INC. - CLASS A,US02079K3059,FX Credit,,EUR,"1312,85",EUR,"2422,02",3035dd3a-8293-4bec-9c22-cbf79e493930
02-07-2020,21:17,02-07-2020,ALPHABET INC. - CLASS A,US02079K3059,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"1109,17",3035dd3a-8293-4bec-9c22-cbf79e493930
02-07-2020,21:17,02-07-2020,ALPHABET INC. - CLASS A,US02079K3059,"Sprzedaż 1 ALPHABET INC. - CLASS A@1 476,59 USD (US02079K3059)",,USD,"1476,59",USD,"1476,59",3035dd3a-8293-4bec-9c22-cbf79e493930
02-07-2020,17:41,02-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,"1,1230",USD,"1196,00",USD,"0,00",0b14697b-ea4f-476d-ab91-42a262311786
02-07-2020,17:41,02-07-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,,EUR,"-1065,03",EUR,"1109,67",0b14697b-ea4f-476d-ab91-42a262311786
02-07-2020,17:41,02-07-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"2174,70",0b14697b-ea4f-476d-ab91-42a262311786
02-07-2020,17:41,02-07-2020,TESLA MOTORS INC. - C,US88160R1014,Kupno 1 TESLA MOTORS INC. - C@1 196 USD (US88160R1014),,USD,"-1196,00",USD,"-1196,00",0b14697b-ea4f-476d-ab91-42a262311786
02-07-2020,00:00,01-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Zmiana ceny funduszu gotówkowego (EUR),,EUR,"-0,09",EUR,"2175,20",
01-07-2020,07:13,30-06-2020,,,FX Withdrawal,,EUR,"359,84",EUR,"2175,29",
01-07-2020,07:13,30-06-2020,,,FX Withdrawal,"4,4464",PLN,"-1600,00",PLN,"0,00",
30-06-2020,16:30,30-06-2020,TESLA MOTORS INC. - C,US88160R1014,FX Withdrawal,"1,1234",USD,"-1045,00",USD,"0,00",2b9604d8-cf5b-4ca0-920f-5308ae1a1f5f
30-06-2020,16:30,30-06-2020,TESLA MOTORS INC. - C,US88160R1014,FX Credit,,EUR,"930,19",EUR,"1815,45",2b9604d8-cf5b-4ca0-920f-5308ae1a1f5f
30-06-2020,16:30,30-06-2020,TESLA MOTORS INC. - C,US88160R1014,DEGIRO Opłata Transakcyjna,,EUR,"-0,50",EUR,"885,26",2b9604d8-cf5b-4ca0-920f-5308ae1a1f5f
30-06-2020,16:30,30-06-2020,TESLA MOTORS INC. - C,US88160R1014,Sprzedaż 1 TESLA MOTORS INC. - C@1 045 USD (US88160R1014),,USD,"1045,00",USD,"1045,00",2b9604d8-cf5b-4ca0-920f-5308ae1a1f5f
30-06-2020,12:46,30-06-2020,,,Depozyt,,PLN,"1600,00",PLN,"1600,00",
